TREENUM,SURVEYDATE,SPECIES_CODE,COMMONNAME,DBH1_in,TOTHT_ft,CROWNWIDTHNS_ft,CROWNWIDTHEW_ft,BOTANICAL,TreeStatus,CanopyRadius_ft
9690,2012-10-25,PRLA,Common cherry laurel,2.1,7,7,4,Prunus laurocerasus,Active,4
9691,2012-10-25,CHVI,Fringe tree,2.6,16,11,12,Chionanthus virginicus,Active,6
9692,2012-10-25,CHVI,Fringe tree,1,7,10,10,Chionanthus virginicus,Active,5
9693,2012-10-25,ILOP,American holly,2,9,6,6,Ilex opaca,Active,3
9694,2012-10-25,ILOP,American holly,2.4,8,6,6,Ilex opaca,Active,3
9695,2012-10-25,ILOP,American holly,4.5,9,7,7,Ilex opaca,Active,4
9696,2012-10-25,ILOP,American holly,4.3,7,7,6,Ilex opaca,Active,4
9697,2012-10-25,ILOP,American holly,2.5,10,7,8,Ilex opaca,Active,4
9698,2012-10-25,ILOP,American holly,4.6,13,7,7,Ilex opaca,Active,4
9699,2012-10-25,ILOP,American holly,1.8,10,9,9,Ilex opaca,Active,4
9700,2012-10-25,QUSH,Shumard oak,6.5,25,12,13,Quercus shumardii,Active,6
9701,2012-10-25,QUSH,Shumard oak,6.8,40,22,20,Quercus shumardii,Active,11
9702,2012-10-25,MAVI,Sweetbay,3.4,12,13,13,Magnolia virginiana,Active,6
9703,2012-10-25,ILAT,Topal holly,4.6,25,8,12,Ilex x attenuata,Active,6
9704,2012-10-25,QUAL,White oak,6.5,22,16,17,Quercus alba,Active,8
9705,2012-10-25,ILOP,American holly,2.2,11,7,6,Ilex opaca,Active,4
9706,2012-10-25,ILVO,Yaupon,1.4,18,16,14,Ilex vomitoria,Active,8
9707,2012-10-25,AMLA,Smooth service berry,2.2,16,15,14,Amelanchier laevis,Active,8
9708,2012-10-25,ILAT,Topal holly,3.2,21,12,11,Ilex x attenuata,Active,6
9709,2012-10-25,QUFA,Southern red oak,34.7,102,52,50,Quercus falcata,Active,26
9710,2012-10-25,QUAL,White oak,35,100,45,55,Quercus alba,Active,28
9711,2012-10-25,LITU,Tulip tree,17.1,65,40,40,Liriodendron tulipifera,Active,20
9712,2012-10-25,QUAL,White oak,32.9,115,62,65,Quercus alba,Active,32
9713,2012-10-25,QUAL,White oak,26.2,95,52,48,Quercus alba,Active,26
9714,2012-10-25,LITU,Tulip tree,25.9,98,45,30,Liriodendron tulipifera,Active,22
9715,2012-10-25,CECA,Eastern redbud,4.6,19,18,22,Cercis canadensis,Active,11
9716,2012-10-25,CECA,Eastern redbud,4.8,25,23,25,Cercis canadensis,Active,12
9717,2012-10-25,ILAT,Topal holly,4.7,23,7,7,Ilex x attenuata,Active,4
9718,2012-10-25,ILAT,Topal holly,2.7,21,8,8,Ilex x attenuata,Active,4
9719,2012-10-25,BENI,River birch,3,27,20,18,Betula nigra,Active,10
9720,2012-10-25,HAVI,Witch hazel,4.5,7,9,7,Hamamelis virginiana,Active,4
9721,2012-10-25,SAMA,Corkscrew willow,2,14,10,9,Salix matsudana,Active,5
9722,2012-10-25,QUPA,Pin oak,7.7,35,28,23,Quercus palustris,Active,14
9723,2012-10-25,ILSP,holly spp,4.6,16,12,8,Ilex,Active,6
9724,2012-10-25,ILAT,Topal holly,3.8,20,14,12,Ilex x attenuata,Active,7
9725,2012-10-25,CECA,Eastern redbud,1.9,6,-1,-1,Cercis canadensis,Active,2
9726,2012-10-25,ILSP,holly spp,5.6,18,12,11,Ilex,Active,6
9727,2012-10-25,MAVI,Sweetbay,1.8,12,9,14,Magnolia virginiana,Active,7
9728,2012-10-25,ILAT,Topal holly,2.1,13,10,10,Ilex x attenuata,Active,5
9729,2012-10-25,PHSP2,chokeberry spp,1.4,12,6,6,Photinia,Active,3
9730,2012-10-25,PHSP2,chokeberry spp,3.9,12,7,7,Photinia,Active,4
9731,2012-10-25,ILSP,holly spp,2.2,14,7,7,Ilex,Active,4
9732,2012-10-25,QUPH,Willow oak,42.3,75,60,55,Quercus phellos,Active,30
9733,2012-10-25,QUPH,Willow oak,45.5,88,82,81,Quercus phellos,Active,41
9734,2012-10-25,QUNU,Texas red oak,6.2,27,19,20,Quercus texana,Active,10
9735,2012-10-25,ILAT,Topal holly,2.3,16,12,10,Ilex x attenuata,Active,6
9736,2012-10-25,QUAL,White oak,5.4,26,15,12,Quercus alba,Active,8
9737,2012-10-25,CHVI,Fringe tree,2.8,8,12,9,Chionanthus virginicus,Active,6
9738,2012-10-25,CHVI,Fringe tree,2,6,8,10,Chionanthus virginicus,Active,5
9739,2012-10-25,ACSA2,Sugar maple,3,16,7,6,Acer saccharum,Active,4
9740,2012-10-25,MAVI,Sweetbay,2,9,12,13,Magnolia virginiana,Active,6
9741,2012-10-25,QUSH,Shumard oak,6,33,24,26,Quercus shumardii,Active,13
9742,2012-10-25,SAMA,Corkscrew willow,9.7,28,26,25,Salix matsudana,Active,13
9743,2012-10-25,ILCO2,Chinese holly,2.5,8,9,9,Ilex cornuta,Active,4
9744,2012-10-25,CECA,Eastern redbud,2.6,10,12,12,Cercis canadensis,Active,6
9745,2012-10-25,COFL,Flowering dogwood,2.7,9,12,8,Cornus florida,Active,6
9746,2012-10-25,MYCE,Southern bayberry,2.9,13,13,12,Morella cerifera,Active,6
9747,2012-10-25,MYCE,Southern bayberry,1.7,16,12,10,Morella cerifera,Active,6
9748,2012-10-25,MYCE,Southern bayberry,3,18,13,12,Morella cerifera,Active,6
9749,2012-10-25,PHSP2,chokeberry spp,1.3,11,7,6,Photinia,Active,4
9750,2012-10-25,PHSP2,chokeberry spp,1,12,7,6,Photinia,Active,4
9751,2012-10-25,PHSP2,chokeberry spp,1.8,11,6,6,Photinia,Active,3
9752,2012-10-25,PHSP2,chokeberry spp,1.4,10,5,5,Photinia,Active,2
9753,2012-10-25,PHSP2,chokeberry spp,2,12,5,5,Photinia,Active,2
9754,2012-10-25,COFL,Flowering dogwood,3.2,7,7,8,Cornus florida,Active,4
9755,2012-10-25,COFL,Flowering dogwood,3.7,13,18,15,Cornus florida,Active,9
9756,2012-10-25,QUSH,Shumard oak,4.8,26,18,20,Quercus shumardii,Active,10
9757,2012-10-25,MAVI,Sweetbay,1,7,10,9,Magnolia virginiana,Active,5
9758,2012-10-25,CECA,Eastern redbud,2.2,7,8,9,Cercis canadensis,Active,4
9759,2012-10-25,QUPH,Willow oak,34.7,75,63,70,Quercus phellos,Active,35
9760,2012-10-25,QUPH,Willow oak,38,78,65,80,Quercus phellos,Active,40
9761,2012-10-25,FRPE,Green ash,5.4,19,20,22,Fraxinus pennsylvanica,Active,11
9762,2012-10-25,ACRU,Red maple,5.5,28,16,18,Acer rubrum,Active,9
9763,2012-10-25,CATO,Mockernut hickory,1.4,15,8,8,Carya alba,Active,4
9764,2012-10-25,QUSH,Shumard oak,4.6,25,17,20,Quercus shumardii,Active,10
9765,2012-10-25,ACRU,Red maple,1.6,15,13,21,Acer rubrum,Active,10
9766,2012-10-25,LITU,Tulip tree,4,19,16,18,Liriodendron tulipifera,Active,9
9767,2012-10-25,QUPH,Willow oak,4.6,31,16,15,Quercus phellos,Active,8
9768,2012-10-25,CELA,Sugarberry,1.2,19,10,8,Celtis laevigata,Active,5
9769,2012-10-25,PRCA,Carolina laurelcherry,1,11,5,6,Prunus caroliniana,Active,3
9770,2012-10-25,MORU,Red mulberry,2.2,16,15,16,Morus rubra,Active,8
9771,2012-10-25,FRPE,Green ash,2.4,19,15,16,Fraxinus pennsylvanica,Active,8
9772,2012-10-25,ULRU,Slippery elm,2.3,20,21,15,Ulmus rubra,Active,10
9773,2012-10-25,PLOC,American sycamore,4.7,31,1,20,Platanus occidentalis,Active,10
9774,2012-10-25,QUPH,Willow oak,3.7,28,8,8,Quercus phellos,Active,4
9775,2012-10-25,PITA,Loblolly pine,4.6,24,12,12,Pinus taeda,Active,6
9776,2012-10-25,LISP,privet spp,2.7,16,16,19,Ligustrum,Active,10
9777,2012-10-25,DIVI,Common persimmon,1.7,21,5,5,Diospyros virginiana,Active,2
9778,2012-10-25,ACNE,Boxelder,1.2,15,5,4,Acer negundo,Active,2
9779,2012-10-25,QUNI,Water oak,4.5,32,16,21,Quercus nigra,Active,10
9780,2012-10-25,ACRU,Red maple,5,36,15,19,Acer rubrum,Active,10
9781,2012-10-25,QUPH,Willow oak,3.9,34,13,15,Quercus phellos,Active,8
9782,2012-10-25,ACRU,Red maple,3.6,32,15,12,Acer rubrum,Active,8
9783,2012-10-25,ULAM,American elm,3.3,26,15,16,Ulmus americana,Active,8
9784,2012-10-25,QUPH,Willow oak,3.1,28,10,8,Quercus phellos,Active,5
9785,2012-10-25,PITA,Loblolly pine,4.6,27,9,9,Pinus taeda,Active,4
9786,2012-10-25,PITA,Loblolly pine,3.2,27,4,4,Pinus taeda,Active,2
9787,2012-10-25,QUPH,Willow oak,4,21,15,14,Quercus phellos,Active,8
9788,2012-10-25,PITA,Loblolly pine,2.9,23,4,5,Pinus taeda,Active,2
9789,2012-10-25,PITA,Loblolly pine,3.5,24,5,5,Pinus taeda,Removed,2
9790,2012-10-25,PITA,Loblolly pine,2.9,22,5,5,Pinus taeda,Active,2
9791,2012-10-25,PITA,Loblolly pine,3,22,6,6,Pinus taeda,Active,3
9792,2012-10-25,PITA,Loblolly pine,3.7,23,5,4,Pinus taeda,Removed,2
9793,2012-10-25,PITA,Loblolly pine,4.7,32,6,6,Pinus taeda,Active,3
9794,2012-10-25,PITA,Loblolly pine,3.6,26,7,5,Pinus taeda,Removed,4
9795,2012-10-25,NYSY,Black tupelo,1.7,13,12,7,Nyssa sylvatica,Active,6
9796,2012-10-25,LITU,Tulip tree,3,27,11,12,Liriodendron tulipifera,Active,6
9797,2012-10-25,QUNI,Water oak,2,23,10,11,Quercus nigra,Removed,6
9798,2012-10-25,PITA,Loblolly pine,4.2,25,6,7,Pinus taeda,Active,4
9799,2012-10-25,PITA,Loblolly pine,5,37,12,10,Pinus taeda,Active,6
9800,2012-10-25,QULY,Overcup oak,5.5,30,19,24,Quercus lyrata,Active,12
9801,2012-10-25,PITA,Loblolly pine,4,31,10,11,Pinus taeda,Removed,6
9802,2012-10-25,ACRU,Red maple,4.4,29,18,17,Acer rubrum,Active,9
9803,2012-10-25,ACRU,Red maple,3.6,27,10,11,Acer rubrum,Active,6
9804,2012-10-25,QUPH,Willow oak,3.3,26,13,12,Quercus phellos,Active,6
9805,2012-10-25,PITA,Loblolly pine,2.8,25,5,5,Pinus taeda,Active,2
9806,2012-10-25,PITA,Loblolly pine,3.6,27,6,7,Pinus taeda,Active,4
9807,2012-10-25,PITA,Loblolly pine,4.3,32,11,10,Pinus taeda,Active,6
9808,2012-10-25,PITA,Loblolly pine,5.1,38,14,12,Pinus taeda,Active,7
9809,2012-10-25,QUNI,Water oak,1.7,18,8,8,Quercus nigra,Active,4
9810,2012-10-26,ACRU,Red maple,3.5,21,12,11,Acer rubrum,Active,6
9811,2012-10-26,ACRU,Red maple,3.9,29,15,17,Acer rubrum,Active,8
9812,2012-10-26,PITA,Loblolly pine,3.8,27,6,5,Pinus taeda,Active,3
9813,2012-10-26,PITA,Loblolly pine,3.7,27,5,6,Pinus taeda,Active,3
9814,2012-10-26,PITA,Loblolly pine,3.7,25,4,5,Pinus taeda,Active,2
9815,2012-10-26,PITA,Loblolly pine,3,27,8,7,Pinus taeda,Active,4
9816,2012-10-26,ACRU,Red maple,4.7,36,20,22,Acer rubrum,Active,11
9817,2012-10-26,ACRU,Red maple,2.6,38,19,21,Acer rubrum,Active,10
9818,2012-10-26,ACRU,Red maple,4.7,32,15,14,Acer rubrum,Active,8
9819,2012-10-26,PITA,Loblolly pine,4.5,28,7,9,Pinus taeda,Active,4
9820,2012-10-26,PITA,Loblolly pine,3.6,26,7,6,Pinus taeda,Active,4
9821,2012-10-26,PITA,Loblolly pine,4.7,27,12,11,Pinus taeda,Active,6
9822,2012-10-26,ACRU,Red maple,3.9,30,16,17,Acer rubrum,Active,8
9823,2012-10-26,PITA,Loblolly pine,4.1,28,10,11,Pinus taeda,Active,6
9824,2012-10-26,PITA,Loblolly pine,2.5,17,7,5,Pinus taeda,Active,4
9825,2012-10-26,PITA,Loblolly pine,3.4,22,8,9,Pinus taeda,Active,4
9826,2012-10-26,ACRU,Red maple,3.7,29,14,17,Acer rubrum,Active,8
9827,2012-10-26,ACRU,Red maple,3.8,30,17,11,Acer rubrum,Active,8
9828,2012-10-26,PITA,Loblolly pine,2.4,19,7,6,Pinus taeda,Active,4
9829,2012-10-26,PITA,Loblolly pine,3,22,9,6,Pinus taeda,Active,4
9830,2012-10-26,QULY,Overcup oak,3.9,31,12,13,Quercus lyrata,Active,6
9831,2012-10-26,PITA,Loblolly pine,4.6,31,13,10,Pinus taeda,Active,6
9832,2012-10-26,PITA,Loblolly pine,3,27,10,7,Pinus taeda,Active,5
9833,2012-10-26,PITA,Loblolly pine,1.8,13,6,4,Pinus taeda,Active,3
9834,2012-10-26,PITA,Loblolly pine,3.4,26,5,5,Pinus taeda,Active,2
9835,2012-10-26,QUPH,Willow oak,3.7,34,10,10,Quercus phellos,Active,5
9836,2012-10-26,ACRU,Red maple,5.4,32,16,17,Acer rubrum,Active,8
9837,2012-10-26,PITA,Loblolly pine,4.2,35,9,8,Pinus taeda,Active,4
9838,2012-10-26,PITA,Loblolly pine,2,19,9,8,Pinus taeda,Active,4
9839,2012-10-26,PITA,Loblolly pine,1.8,17,6,5,Pinus taeda,Active,3
9840,2012-10-26,LITU,Tulip tree,4.5,30,16,12,Liriodendron tulipifera,Active,8
9841,2012-10-26,PITA,Loblolly pine,2.5,19,6,5,Pinus taeda,Active,3
9842,2012-10-26,PITA,Loblolly pine,2.6,24,5,5,Pinus taeda,Active,2
9843,2012-10-26,PITA,Loblolly pine,3.3,25,6,6,Pinus taeda,Active,3
9844,2012-10-26,PITA,Loblolly pine,5.2,36,10,8,Pinus taeda,Removed,5
9845,2012-10-26,PITA,Loblolly pine,3.7,26,6,5,Pinus taeda,Active,3
9846,2012-10-26,PITA,Loblolly pine,3.3,27,8,8,Pinus taeda,Removed,4
9847,2012-10-26,PITA,Loblolly pine,3.3,23,4,4,Pinus taeda,Active,2
9848,2012-10-26,PITA,Loblolly pine,3.3,23,6,5,Pinus taeda,Active,3
9849,2012-10-26,PITA,Loblolly pine,2.7,26,3,3,Pinus taeda,Active,2
9850,2012-10-26,PITA,Loblolly pine,3.7,27,7,6,Pinus taeda,Active,4
9851,2012-10-26,PITA,Loblolly pine,5.3,29,12,12,Pinus taeda,Active,6
9852,2012-10-26,PITA,Loblolly pine,3.8,18,10,8,Pinus taeda,Active,5
9853,2012-10-26,QUSH,Shumard oak,4,28,14,14,Quercus shumardii,Active,7
9854,2012-10-26,PITA,Loblolly pine,3,22,5,4,Pinus taeda,Active,2
9855,2012-10-26,PITA,Loblolly pine,3,21,5,5,Pinus taeda,Active,2
9856,2012-10-26,PITA,Loblolly pine,3,20,7,6,Pinus taeda,Active,4
9857,2012-10-26,QUNI,Water oak,3.9,25,13,11,Quercus nigra,Active,6
9858,2012-10-26,PITA,Loblolly pine,4.4,24,10,10,Pinus taeda,Active,5
9859,2012-10-26,FRPE,Green ash,1.2,13,6,5,Fraxinus pennsylvanica,Active,3
9860,2012-10-26,PITA,Loblolly pine,3.5,24,8,7,Pinus taeda,Active,4
9861,2012-10-26,PITA,Loblolly pine,4.2,28,9,8,Pinus taeda,Active,4
9862,2012-10-26,PITA,Loblolly pine,3.5,25,6,6,Pinus taeda,Active,3
9863,2012-10-26,PITA,Loblolly pine,3.4,24,8,8,Pinus taeda,Active,4
9864,2012-10-26,PITA,Loblolly pine,2.9,23,5,5,Pinus taeda,Active,2
9865,2012-10-26,PITA,Loblolly pine,3.2,24,5,4,Pinus taeda,Active,2
9866,2012-10-26,PITA,Loblolly pine,4.3,26,9,10,Pinus taeda,Active,5
9867,2012-10-26,PITA,Loblolly pine,4.1,28,10,8,Pinus taeda,Active,5
9868,2012-10-26,PITA,Loblolly pine,3.5,21,8,7,Pinus taeda,Active,4
9869,2012-10-26,QUNI,Water oak,2.2,17,9,8,Quercus nigra,Active,4
9870,2012-10-26,PITA,Loblolly pine,5,28,11,9,Pinus taeda,Active,6
9871,2012-10-26,PITA,Loblolly pine,4.6,26,10,8,Pinus taeda,Active,5
9872,2012-10-26,PITA,Loblolly pine,4,24,13,8,Pinus taeda,Active,6
9873,2012-10-26,PITA,Loblolly pine,3.5,26,9,6,Pinus taeda,Active,4
9874,2012-10-26,PITA,Loblolly pine,2.8,23,9,8,Pinus taeda,Active,4
9875,2012-10-26,PITA,Loblolly pine,4.5,27,11,9,Pinus taeda,Active,6
9876,2012-10-26,PITA,Loblolly pine,4.3,26,8,7,Pinus taeda,Active,4
9877,2012-10-26,PITA,Loblolly pine,3.3,27,6,5,Pinus taeda,Active,3
9878,2012-10-26,PITA,Loblolly pine,4.1,29,8,11,Pinus taeda,Active,6
9879,2012-10-26,PITA,Loblolly pine,4.1,28,5,4,Pinus taeda,Removed,2
9880,2012-10-26,MORU,Red mulberry,1.1,17,5,4,Morus rubra,Active,2
9881,2012-10-26,CELA,Sugarberry,1.5,15,8,8,Celtis laevigata,Active,4
9882,2012-10-26,MORU,Red mulberry,1.9,19,8,12,Morus rubra,Active,6
9883,2012-10-26,PITA,Loblolly pine,3.6,27,9,8,Pinus taeda,Removed,4
9884,2012-10-26,ACRU,Red maple,4.3,35,18,15,Acer rubrum,Removed,9
9885,2012-10-26,PITA,Loblolly pine,4.4,32,6,8,Pinus taeda,Active,4
9886,2012-10-26,PITA,Loblolly pine,3.1,27,9,6,Pinus taeda,Active,4
9887,2012-10-26,PITA,Loblolly pine,2.8,31,5,7,Pinus taeda,Active,4
9888,2012-10-26,ACRU,Red maple,3.8,33,13,17,Acer rubrum,Active,8
9889,2012-10-26,LITU,Tulip tree,2,26,13,10,Liriodendron tulipifera,Active,6
9890,2012-10-26,PITA,Loblolly pine,4.6,30,10,11,Pinus taeda,Removed,6
9891,2012-10-26,LITU,Tulip tree,1.4,21,6,7,Liriodendron tulipifera,Active,4
9892,2012-10-26,PITA,Loblolly pine,5.3,27,9,11,Pinus taeda,Active,6
9893,2012-10-26,PITA,Loblolly pine,4,26,7,9,Pinus taeda,Active,4
9894,2012-10-26,PITA,Loblolly pine,5.5,30,12,14,Pinus taeda,Removed,7
9895,2012-10-26,FRPE,Green ash,2.9,22,12,10,Fraxinus pennsylvanica,Active,6
9896,2012-10-26,PLOC,American sycamore,4.9,33,22,20,Platanus occidentalis,Removed,11
9897,2012-10-26,FRPE,Green ash,3.7,24,16,18,Fraxinus pennsylvanica,Active,9
9898,2012-10-26,QUNI,Water oak,3,28,15,13,Quercus nigra,Active,8
9899,2012-10-26,FRPE,Green ash,3.1,25,15,18,Fraxinus pennsylvanica,Active,9
9900,2012-10-26,PITA,Loblolly pine,3.9,23,12,15,Pinus taeda,Active,8
9901,2012-10-26,PITA,Loblolly pine,4,23,12,9,Pinus taeda,Active,6
9902,2012-10-26,ACRU,Red maple,4.1,29,18,22,Acer rubrum,Active,11
9903,2012-10-26,PITA,Loblolly pine,4,28,16,13,Pinus taeda,Active,8
9904,2012-10-26,LITU,Tulip tree,1.4,15,10,8,Liriodendron tulipifera,Active,5
9905,2012-10-26,QUPH,Willow oak,1.8,8,5,7,Quercus phellos,Active,4
9906,2012-10-26,ULRU,Slippery elm,1.2,9,6,8,Ulmus rubra,Active,4
9907,2012-10-26,MORU,Red mulberry,2.8,13,17,15,Morus rubra,Active,8
9908,2012-10-26,PYCO,Common pear,1.7,14,6,5,Pyrus communis,Active,3
9909,2012-10-26,PITA,Loblolly pine,4.1,16,10,8,Pinus taeda,Active,5
9910,2012-10-26,PITA,Loblolly pine,3.9,21,11,8,Pinus taeda,Active,6
9911,2012-10-26,PITA,Loblolly pine,4,22,9,10,Pinus taeda,Active,5
9912,2012-10-26,PITA,Loblolly pine,4,24,7,7,Pinus taeda,Active,4
9913,2012-10-26,PITA,Loblolly pine,4.1,22,7,9,Pinus taeda,Active,4
9914,2012-10-26,PITA,Loblolly pine,4.4,23,5,5,Pinus taeda,Active,2
9915,2012-10-26,LITU,Tulip tree,1.7,17,11,8,Liriodendron tulipifera,Active,6
9916,2012-10-26,PITA,Loblolly pine,4.6,25,11,12,Pinus taeda,Active,6
9917,2012-10-26,PITA,Loblolly pine,2.6,19,7,5,Pinus taeda,Active,4
9918,2012-10-26,PITA,Loblolly pine,4.6,25,10,9,Pinus taeda,Active,5
9919,2012-10-26,PITA,Loblolly pine,3.1,21,8,8,Pinus taeda,Active,4
9920,2012-10-26,QUNI,Water oak,1.3,13,10,8,Quercus nigra,Active,5
9921,2012-10-26,PITA,Loblolly pine,3.8,23,12,12,Pinus taeda,Active,6
9922,2012-10-26,PITA,Loblolly pine,3.2,24,7,8,Pinus taeda,Active,4
9923,2012-10-26,PITA,Loblolly pine,3.4,26,7,9,Pinus taeda,Active,4
9924,2012-10-26,PITA,Loblolly pine,3.3,23,10,8,Pinus taeda,Active,5
9925,2012-10-26,PITA,Loblolly pine,3.4,27,9,8,Pinus taeda,Active,4
9926,2012-10-26,PITA,Loblolly pine,3.3,28,8,9,Pinus taeda,Active,4
9927,2012-10-26,PITA,Loblolly pine,3.5,28,7,5,Pinus taeda,Active,4
9928,2012-10-26,PITA,Loblolly pine,3.7,24,8,8,Pinus taeda,Active,4
9929,2012-10-26,PITA,Loblolly pine,2.8,24,8,7,Pinus taeda,Active,4
9930,2012-10-26,MORU,Red mulberry,3.8,18,15,26,Morus rubra,Active,13
9931,2012-10-26,QUNI,Water oak,2.5,22,11,9,Quercus nigra,Active,6
9932,2012-10-26,LITU,Tulip tree,7.5,39,18,22,Liriodendron tulipifera,Active,11
9933,2012-10-26,MORU,Red mulberry,1.3,13,12,8,Morus rubra,Active,6
9934,2012-10-26,QUNI,Water oak,6.9,33,21,16,Quercus nigra,Active,10
9935,2012-10-26,NYSY,Black tupelo,2,13,15,9,Nyssa sylvatica,Active,8
9936,2012-10-26,FRPE,Green ash,3.8,22,15,14,Fraxinus pennsylvanica,Active,8
9937,2012-10-26,LITU,Tulip tree,6.3,35,18,20,Liriodendron tulipifera,Active,10
9938,2012-10-26,LITU,Tulip tree,5.3,42,16,16,Liriodendron tulipifera,Active,8
9939,2012-10-26,QUNI,Water oak,5.5,31,18,15,Quercus nigra,Active,9
9940,2012-10-26,DIVI,Common persimmon,2.6,24,9,10,Diospyros virginiana,Active,5
9941,2012-10-26,LITU,Tulip tree,2.1,23,13,11,Liriodendron tulipifera,Active,6
9942,2012-10-26,MORU,Red mulberry,2.7,20,12,17,Morus rubra,Active,8
9943,2012-10-26,MORU,Red mulberry,3.3,19,16,15,Morus rubra,Active,8
9944,2012-10-26,FRPE,Green ash,3.8,22,9,9,Fraxinus pennsylvanica,Active,4
9945,2012-10-26,ACRU,Red maple,4.5,27,18,18,Acer rubrum,Active,9
9946,2012-10-26,LITU,Tulip tree,2.8,21,3,4,Liriodendron tulipifera,Active,2
9947,2012-10-26,PITA,Loblolly pine,4.6,32,6,8,Pinus taeda,Active,4
9948,2012-10-26,PITA,Loblolly pine,4,30,12,10,Pinus taeda,Active,6
9949,2012-10-26,PITA,Loblolly pine,4.9,32,11,12,Pinus taeda,Active,6
9950,2012-10-26,MORU,Red mulberry,3,20,21,24,Morus rubra,Active,12
9951,2012-10-26,FRPE,Green ash,5.1,23,19,20,Fraxinus pennsylvanica,Active,10
9952,2012-10-26,LITU,Tulip tree,6,35,16,18,Liriodendron tulipifera,Active,9
9953,2012-10-26,PITA,Loblolly pine,2.6,18,8,8,Pinus taeda,Active,4
9954,2012-10-26,PITA,Loblolly pine,4.6,18,-1,-1,Pinus taeda,Active,5
9955,2012-10-26,PITA,Loblolly pine,3.5,21,8,10,Pinus taeda,Active,5
9956,2012-10-26,PITA,Loblolly pine,3.1,26,8,8,Pinus taeda,Active,4
9957,2012-10-26,ACRU,Red maple,5.6,37,16,14,Acer rubrum,Active,8
9958,2012-10-26,QUNI,Water oak,3,27,15,18,Quercus nigra,Active,9
9959,2012-10-26,PITA,Loblolly pine,5.5,36,18,17,Pinus taeda,Active,9
9960,2012-10-26,ACNE,Boxelder,1.5,16,4,4,Acer negundo,Active,2
9961,2012-10-26,PITA,Loblolly pine,4.1,26,9,10,Pinus taeda,Active,5
9962,2012-10-26,PITA,Loblolly pine,3.9,30,10,12,Pinus taeda,Active,6
9963,2012-10-26,PITA,Loblolly pine,3.1,17,10,8,Pinus taeda,Active,5
9964,2012-10-26,ACRU,Red maple,5.9,33,18,21,Acer rubrum,Active,10
9965,2012-10-26,LIST,Sweetgum,4.3,28,16,16,Liquidambar styraciflua,Active,8
9966,2012-10-26,PLOC,American sycamore,4.5,28,16,15,Platanus occidentalis,Active,8
9967,2012-10-26,MORU,Red mulberry,1.2,13,8,6,Morus rubra,Active,4
9968,2012-10-26,NYSY,Black tupelo,1.5,7,11,10,Nyssa sylvatica,Active,6
9969,2012-10-26,PITA,Loblolly pine,5.3,38,12,12,Pinus taeda,Active,6
9970,2012-10-26,PITA,Loblolly pine,6.1,36,16,14,Pinus taeda,Active,8
9971,2012-10-26,PITA,Loblolly pine,6.5,39,14,12,Pinus taeda,Active,7
9972,2012-10-26,PITA,Loblolly pine,4.9,32,12,10,Pinus taeda,Active,6
9973,2012-10-26,PITA,Loblolly pine,4.2,32,8,7,Pinus taeda,Active,4
9974,2012-10-26,PITA,Loblolly pine,5.5,31,10,8,Pinus taeda,Active,5
9975,2012-10-26,QUNI,Water oak,1.1,14,6,5,Quercus nigra,Active,3
9976,2012-10-26,PITA,Loblolly pine,4.9,31,13,12,Pinus taeda,Active,6
9977,2012-10-26,PITA,Loblolly pine,5.6,33,14,12,Pinus taeda,Active,7
9978,2012-10-26,PITA,Loblolly pine,5.1,33,12,10,Pinus taeda,Active,6
9979,2012-10-26,QUSH,Shumard oak,3.6,28,16,20,Quercus shumardii,Active,10
9980,2012-10-26,ACRU,Red maple,4,29,19,16,Acer rubrum,Active,10
9981,2012-10-26,ACRU,Red maple,6.3,36,23,21,Acer rubrum,Active,12
9982,2012-10-26,QUNI,Water oak,4.4,27,18,17,Quercus nigra,Active,9
9983,2012-10-26,FRPE,Green ash,4.4,20,17,13,Fraxinus pennsylvanica,Active,8
9984,2012-10-26,ACRU,Red maple,3.9,26,16,26,Acer rubrum,Active,13
9985,2012-10-26,ACRU,Red maple,5.5,31,18,28,Acer rubrum,Active,14
9986,2012-10-26,FRPE,Green ash,2.2,16,6,11,Fraxinus pennsylvanica,Active,6
9987,2012-10-26,ULPA,Chinese elm,3,18,13,12,Ulmus parvifolia,Active,6
9988,2012-10-26,ACNE,Boxelder,5,24,14,19,Acer negundo,Active,10
9989,2012-10-26,ACNE,Boxelder,5.6,29,22,23,Acer negundo,Active,12
9990,2012-10-26,ACNE,Boxelder,7.2,29,20,21,Acer negundo,Active,10
9991,2012-10-26,QUSH,Shumard oak,2.9,20,13,14,Quercus shumardii,Active,7
9992,2012-10-26,CELA,Sugarberry,1.6,23,8,9,Celtis laevigata,Active,4
9993,2012-10-26,QUSH,Shumard oak,3,27,13,14,Quercus shumardii,Active,7
9994,2012-10-26,QUSH,Shumard oak,2.6,12,11,12,Quercus shumardii,Active,6
9995,2012-10-26,LITU,Tulip tree,3.8,23,13,14,Liriodendron tulipifera,Active,7
9996,2012-10-26,PYCA,Callery pear,4.8,25,15,14,Pyrus calleryana,Active,8
9997,2012-10-26,LITU,Tulip tree,1.6,13,10,11,Liriodendron tulipifera,Active,6
9998,2012-10-26,FRPE,Green ash,2.1,20,11,13,Fraxinus pennsylvanica,Active,6
9999,2012-10-26,QUSH,Shumard oak,3.3,23,12,13,Quercus shumardii,Active,6
