Date,Tree.Code,Scientific.Name,Common.Name,Breaking.Leafbuds,Canopy.Cover,Leaf.Size,Colored.Leaves,Lost.Leaves,Flower.Buds,Open.Flowers,Pollen,Fruits,Ripe.Fruits,Dropped.seeds
2018-09-24,12376,Quercus virginiana,Southern Live Oak,No,50%-74%,75%-94%,<5%,<5%,0,NA,little,<3,<5%,<3
2018-10-07,12376,Quercus virginiana,Southern Live Oak,No,50%-74%,75%-94%,<5%,<5%,0,NA,little,<3,<5%,<3
2018-10-02,12376,Quercus virginiana,Southern Live Oak,No,50%-74%,75%-94%,<5%,<5%,0,NA,little,<3,<5%,<3
2018-10-15,12376,Quercus virginiana,Southern Live Oak,No,50%-74%,75%-94%,<5%,<5%,0,NA,little,<3,<5%,<3
2018-10-20,12376,Quercus virginiana,Southern Live Oak,No,50%-74%,75%-94%,<5%,<5%,0,NA,little,<3,<5%,<3
2018-11-06,12376,Quercus virginiana,Southern Live Oak,No,50%-74%,75%-94%,<5%,<5%,0,NA,little,<3,<5%,<3
2018-10-26,12376,Quercus virginiana,Southern Live Oak,No,50%-74%,75%-94%,<5%,<5%,0,NA,little,<3,<5%,<3
2018-02-27,12376,Quercus virginiana,Southern Live Oak,Yes; 11-100,25%-49%,25%-49%,<5%,75%-94%,0,NA,NA,<3,<5%,0
2019-09-17,12376,Quercus virginiana,Southern Live Oak,No,95% or more,75%-94%,<5%,<5%,0,NA,NA,<3,<5%,0
2020-02-18,12376,Quercus virginiana,Southern Live Oak,No,50%-74%,95% or more,<5%,<5%,0,NA,NA,<3,<5%,0
2020-02-25,12376,Quercus virginiana,Southern Live Oak,No,50%-74%,95% or more,<5%,<5%,0,NA,NA,<3,<5%,0
2020-03-02,12376,Quercus virginiana,Southern Live Oak,No,50%-74%,95% or more,<5%,<5%,0,NA,NA,<3,<5%,0
2020-03-10,12376,Quercus virginiana,Southern Live Oak,No,50%-74%,95% or more,<5%,<5%,0,NA,NA,<3,<5%,0
2020-01-29,12376,Quercus virginiana,Southern Live Oak,Yes; <3,50%-74%,95% or more,<5%,<5%,0,NA,NA,<3,<5%,0
2020-02-12,12376,Quercus virginiana,Southern Live Oak,Yes; <3,50%-74%,95% or more,<5%,<5%,0,NA,NA,<3,<5%,0
2018-02-13,12376,Quercus virginiana,Southern Live Oak,No,25%-49%,25%-49%,25%-49%,50%-74%,0,NA,NA,<3,<5%,0
2018-02-13,12376,Quercus virginiana,Southern Live Oak,No,25%-49%,25%-49%,25%-49%,50%-74%,0,NA,NA,<3,<5%,0
2018-03-06,12376,Quercus virginiana,Southern Live Oak,Yes; 11-100,25%-49%,25%-49%,25%-49%,50%-74%,0,NA,NA,<3,<5%,0
2018-03-27,12376,Quercus virginiana,Southern Live Oak,Yes; 101-1000,50%-74%,50%-74%,50%-74%,<5%,0,NA,NA,<3,<5%,0
2018-02-06,12376,Quercus virginiana,Southern Live Oak,Yes; 101-1000,50%-74%,50%-74%,50%-74%,<5%,0,NA,NA,<3,<5%,0
2020-02-04,12376,Quercus virginiana,Southern Live Oak,No,50%-74%,95% or more,50%-74%,<5%,0,NA,NA,<3,<5%,0
2018-03-13,12376,Quercus virginiana,Southern Live Oak,Yes; 11-100,25%-49%,50%-74%,50%-74%,25%-49%,0,NA,NA,<3,<5%,0
2018-04-10,12376,Quercus virginiana,Southern Live Oak,Yes; 3 to 10,75%-94%,75%-94%,75%-94%,<5%,0,NA,NA,<3,<5%,0
2018-04-03,12376,Quercus virginiana,Southern Live Oak,Yes; 3 to 10,75%-94%,75%-94%,75%-94%,<5%,0,NA,NA,<3,<5%,0
2019-09-17,12376,Quercus virginiana,Southern Live Oak,No,75%-94%,95% or more,95% or more,<5%,0,NA,NA,<3,<5%,0
2018-04-18,12376,Quercus virginiana,Southern Live Oak,No,95% or more,95% or more,95% or more,<5%,0,NA,NA,<3,<5%,0
2019-10-08,12376,Quercus virginiana,Southern Live Oak,No,95% or more,95% or more,95% or more,<5%,0,NA,NA,<3,<5%,0
2019-10-22,12376,Quercus virginiana,Southern Live Oak,No,95% or more,95% or more,95% or more,<5%,0,NA,NA,<3,<5%,0
2019-10-29,12376,Quercus virginiana,Southern Live Oak,No,95% or more,95% or more,95% or more,<5%,0,NA,NA,<3,<5%,0
2019-11-05,12376,Quercus virginiana,Southern Live Oak,No,95% or more,95% or more,95% or more,<5%,0,NA,NA,<3,<5%,0
2019-11-12,12376,Quercus virginiana,Southern Live Oak,No,95% or more,95% or more,95% or more,<5%,0,NA,NA,<3,<5%,0
2019-04-22,12376,Quercus virginiana,Southern Live Oak,No,95% or more,NA,95% or more,NA,11-100,95% or more,NA,NA,NA,NA
2017-09-19,12376,Quercus virginiana,Southern Live Oak,No,95% or more,95% or more,95% or more,<5%,0,NA,NA,NA,NA,NA
2017-11-14,12376,Quercus virginiana,Southern Live Oak,No,95% or more,95% or more,95% or more,5%-24%,0,NA,NA,NA,NA,NA
2017-09-05,12376,Quercus virginiana,Southern Live Oak,No,95% or more,95% or more,95% or more,NA,0,NA,NA,NA,NA,NA
2017-09-15,12376,Quercus virginiana,Southern Live Oak,No,95% or more,95% or more,95% or more,NA,0,NA,NA,NA,NA,NA
2017-09-26,12376,Quercus virginiana,Southern Live Oak,No,95% or more,95% or more,95% or more,NA,0,NA,NA,NA,NA,NA
2017-10-03,12376,Quercus virginiana,Southern Live Oak,No,95% or more,95% or more,95% or more,NA,0,NA,NA,NA,NA,NA
2019-03-22,12376,Quercus virginiana,Southern Live Oak,"Yes; 1001-10,000",95% or more,NA,95% or more,<5%,0,NA,NA,NA,NA,NA
2019-02-01,12376,Quercus virginiana,Southern Live Oak,No,75%-94%,NA,95% or more,<5%,0,NA,NA,NA,NA,NA
2019-03-15,12376,Quercus virginiana,Southern Live Oak,Yes; 101-1000,95% or more,NA,75%-94%,NA,0,NA,NA,NA,NA,NA
2019-01-24,12376,Quercus virginiana,Southern Live Oak,No,95% or more,<5%,95% or more,NA,0,NA,NA,NA,NA,NA
2019-04-15,12376,Quercus virginiana,Southern Live Oak,No,95% or more,NA,95% or more,NA,0,NA,NA,NA,NA,NA
2019-02-15,12376,Quercus virginiana,Southern Live Oak,No,95% or more,<5%,95% or more,<5%,0,NA,NA,NA,NA,NA
2019-02-25,12376,Quercus virginiana,Southern Live Oak,No,75%-94%,<5%,95% or more,NA,0,NA,NA,NA,NA,NA
2019-04-27,12376,Quercus virginiana,Southern Live Oak,No,95% or more,<5%,95% or more,NA,0,NA,NA,NA,NA,NA
2019-02-18,12376,Quercus virginiana,Southern Live Oak,No,75%-94%,<5%,95% or more,<5%,0,NA,NA,NA,NA,NA
2019-02-07,12376,Quercus virginiana,Southern Live Oak,No,75%-94%,<5%,95% or more,<5%,0,NA,NA,NA,NA,NA
2019-01-17,12376,Quercus virginiana,Southern Live Oak,No,75%-94%,<5%,95% or more,NA,0,NA,NA,NA,NA,NA
2019-03-31,12376,Quercus virginiana,Southern Live Oak,No,95% or more,5%-24%,25%-49%,NA,0,NA,NA,NA,NA,NA
2019-04-05,12376,Quercus virginiana,Southern Live Oak,No,95% or more,5%-24%,95% or more,NA,0,NA,NA,NA,NA,NA
2019-03-08,12376,Quercus virginiana,Southern Live Oak,No,75%-94%,5%-24%,95% or more,5%-24%,101-1000,NA,NA,NA,NA,NA
2019-10-18,12496,Carpinus betulus fastigiata,Fastigate Hornbeam,No,95% or more,75%-94%,<5%,<5%,0,NA,NA,<3,<5%,<3
2019-10-17,12496,Carpinus betulus fastigiata,Fastigate Hornbeam,No,50%-74%,75%-94%,<5%,<5%,0,NA,NA,<3,<5%,0
2019-11-06,12496,Carpinus betulus fastigiata,Fastigate Hornbeam,No,75%-94%,75%-94%,<5%,<5%,0,NA,NA,<3,<5%,0
2019-10-31,12496,Carpinus betulus fastigiata,Fastigate Hornbeam,No,75%-94%,95% or more,<5%,<5%,0,NA,NA,<3,<5%,0
2019-11-14,12496,Carpinus betulus fastigiata,Fastigate Hornbeam,No,75%-94%,95% or more,<5%,<5%,0,NA,NA,<3,<5%,0
2019-11-17,12496,Carpinus betulus fastigiata,Fastigate Hornbeam,No,75%-94%,95% or more,<5%,<5%,0,NA,NA,<3,<5%,0
2019-10-21,12496,Carpinus betulus fastigiata,Fastigate Hornbeam,No,75%-94%,75%-94%,<5%,<5%,0,NA,NA,<3,<5%,0
2019-09-11,12496,Carpinus betulus fastigiata,Fastigate Hornbeam,No,95% or more,75%-94%,<5%,<5%,0,NA,NA,<3,<5%,0
2019-09-18,12496,Carpinus betulus fastigiata,Fastigate Hornbeam,No,95% or more,75%-94%,<5%,<5%,0,NA,NA,<3,<5%,0
2019-09-25,12496,Carpinus betulus fastigiata,Fastigate Hornbeam,No,75%-94%,95% or more,<5%,<5%,0,NA,NA,<3,<5%,0
2019-10-02,12496,Carpinus betulus fastigiata,Fastigate Hornbeam,No,75%-94%,95% or more,<5%,<5%,0,NA,NA,<3,<5%,0
2019-10-09,12496,Carpinus betulus fastigiata,Fastigate Hornbeam,No,75%-94%,95% or more,<5%,<5%,0,NA,NA,<3,<5%,0
2020-01-29,12496,Carpinus betulus fastigiata,Fastigate Hornbeam,No,<5%,NA,<5%,95% or more,0,NA,NA,<3,<5%,0
2020-02-04,12496,Carpinus betulus fastigiata,Fastigate Hornbeam,No,<5%,NA,<5%,95% or more,0,NA,NA,<3,<5%,0
2020-02-04,12496,Carpinus betulus fastigiata,Fastigate Hornbeam,No,<5%,NA,<5%,95% or more,0,NA,NA,<3,<5%,0
2020-02-11,12496,Carpinus betulus fastigiata,Fastigate Hornbeam,No,<5%,NA,<5%,95% or more,0,NA,NA,<3,<5%,0
2020-02-17,12496,Carpinus betulus fastigiata,Fastigate Hornbeam,No,<5%,NA,<5%,95% or more,0,NA,NA,<3,<5%,0
2020-02-25,12496,Carpinus betulus fastigiata,Fastigate Hornbeam,No,<5%,NA,<5%,95% or more,0,NA,NA,<3,<5%,0
2020-03-03,12496,Carpinus betulus fastigiata,Fastigate Hornbeam,No,<5%,NA,<5%,95% or more,0,NA,NA,<3,<5%,0
2020-03-10,12496,Carpinus betulus fastigiata,Fastigate Hornbeam,No,<5%,NA,<5%,95% or more,0,NA,NA,<3,<5%,0
2019-01-24,12496,Carpinus betulus fastigiata,Fastigate Hornbeam,No,<5%,NA,95% or more,NA,101-1000,<5%,NA,NA,NA,NA
2019-03-15,12496,Carpinus betulus fastigiata,Fastigate Hornbeam,No,0,NA,NA,NA,101-1000,<5%,NA,NA,NA,NA
2019-03-08,12496,Carpinus betulus fastigiata,Fastigate Hornbeam,No,0,NA,NA,NA,101-1000,25-49%,NA,NA,NA,NA
2019-04-11,12496,Carpinus betulus fastigiata,Fastigate Hornbeam,Yes; 101-1000,75%-94%,NA,50%-74%,NA,0,NA,NA,NA,NA,NA
2019-04-22,12496,Carpinus betulus fastigiata,Fastigate Hornbeam,No,95% or more,NA,95% or more,NA,0,NA,NA,NA,NA,NA
2019-04-27,12496,Carpinus betulus fastigiata,Fastigate Hornbeam,No,95% or more,NA,95% or more,NA,0,NA,NA,NA,NA,NA
2019-04-05,12496,Carpinus betulus fastigiata,Fastigate Hornbeam,Yes; 101-1000,0,NA,NA,NA,0,NA,NA,NA,NA,NA
2019-03-31,12496,Carpinus betulus fastigiata,Fastigate Hornbeam,Yes; <3,0,NA,NA,NA,0,NA,NA,NA,NA,NA
2019-02-01,12496,Carpinus betulus fastigiata,Fastigate Hornbeam,No,<5%,NA,95% or more,<5%,101-1000,NA,NA,NA,NA,NA
2019-01-17,12496,Carpinus betulus fastigiata,Fastigate Hornbeam,No,<5%,NA,95% or more,NA,101-1000,NA,NA,NA,NA,NA
2019-02-15,12496,Carpinus betulus fastigiata,Fastigate Hornbeam,No,<5%,NA,NA,NA,101-1000,NA,NA,NA,NA,NA
2019-02-07,12496,Carpinus betulus fastigiata,Fastigate Hornbeam,No,0,NA,NA,NA,101-1000,NA,NA,NA,NA,NA
2019-02-18,12496,Carpinus betulus fastigiata,Fastigate Hornbeam,No,0,NA,NA,NA,101-1000,NA,NA,NA,NA,NA
2019-02-25,12496,Carpinus betulus fastigiata,Fastigate Hornbeam,No,0,NA,NA,NA,101-1000,NA,NA,NA,NA,NA
2019-03-22,12496,Carpinus betulus fastigiata,Fastigate Hornbeam,No,0,NA,NA,NA,101-1000,NA,NA,NA,NA,NA
2020-02-18,12921,Ulmus americana,American Elm,No,<5%,NA,<5%,<5%,0,NA,NA,<3,<5%,<3
2019-09-10,12921,Ulmus americana,American Elm,No,95% or more,95% or more,<5%,<5%,0,NA,NA,<3,<5%,0
2019-09-16,12921,Ulmus americana,American Elm,No,95% or more,95% or more,<5%,<5%,0,NA,NA,<3,<5%,0
2019-09-24,12921,Ulmus americana,American Elm,No,95% or more,95% or more,<5%,<5%,0,NA,NA,<3,<5%,0
2019-10-01,12921,Ulmus americana,American Elm,No,95% or more,95% or more,<5%,<5%,0,NA,NA,<3,<5%,0
2019-10-07,12921,Ulmus americana,American Elm,No,95% or more,95% or more,<5%,<5%,0,NA,NA,<3,<5%,0
2019-10-07,12921,Ulmus americana,American Elm,No,95% or more,95% or more,<5%,<5%,0,NA,NA,<3,<5%,0
2019-10-15,12921,Ulmus americana,American Elm,No,95% or more,95% or more,<5%,<5%,0,NA,NA,<3,<5%,0
2019-10-21,12921,Ulmus americana,American Elm,No,95% or more,95% or more,<5%,<5%,0,NA,NA,<3,<5%,0
2019-10-28,12921,Ulmus americana,American Elm,No,95% or more,95% or more,<5%,<5%,0,NA,NA,<3,<5%,0
2020-01-29,12921,Ulmus americana,American Elm,No,<5%,NA,<5%,<5%,0,NA,NA,<3,<5%,0
2020-02-04,12921,Ulmus americana,American Elm,No,<5%,NA,<5%,<5%,0,NA,NA,<3,<5%,0
2020-02-11,12921,Ulmus americana,American Elm,No,<5%,NA,<5%,<5%,0,NA,NA,<3,<5%,0
2020-02-25,12921,Ulmus americana,American Elm,No,<5%,NA,<5%,<5%,0,NA,NA,<3,<5%,0
2020-03-03,12921,Ulmus americana,American Elm,No,<5%,NA,<5%,<5%,0,NA,NA,<3,<5%,0
2020-03-10,12921,Ulmus americana,American Elm,No,<5%,NA,<5%,<5%,0,NA,NA,<3,<5%,0
2019-11-05,12921,Ulmus americana,American Elm,No,95% or more,95% or more,50%-74%,<5%,0,NA,NA,<3,<5%,0
2019-11-05,12921,Ulmus americana,American Elm,No,95% or more,95% or more,50%-74%,<5%,0,NA,NA,<3,<5%,0
2019-11-12,12921,Ulmus americana,American Elm,No,75%-94%,95% or more,95% or more,<5%,0,NA,NA,<3,<5%,0
2019-11-18,12921,Ulmus americana,American Elm,No,50%-74%,95% or more,95% or more,25%-49%,0,NA,NA,<3,<5%,0
2019-11-05,12921,Ulmus americana,American Elm,No,95% or more,95% or more,75%-94%,<5%,0,50-74%,NA,<3,<5%,0
2019-02-14,12921,Ulmus americana,American Elm,No,0,NA,NA,NA,101-1000,<5%,NA,NA,NA,NA
2019-02-07,12921,Ulmus americana,American Elm,No,0,NA,NA,<5%,101-1000,5-24%,NA,NA,NA,NA
2019-02-18,12921,Ulmus americana,American Elm,Yes; 11-100,0,NA,<5%,NA,0,NA,NA,NA,NA,NA
2019-01-16,12921,Ulmus americana,American Elm,No,<5%,NA,95% or more,NA,0,NA,NA,NA,NA,NA
2019-01-22,12921,Ulmus americana,American Elm,No,<5%,NA,95% or more,NA,0,NA,NA,NA,NA,NA
2019-03-31,12921,Ulmus americana,American Elm,Yes; 101-1000,5%-24%,NA,<5%,NA,0,NA,NA,NA,NA,NA
2019-04-05,12921,Ulmus americana,American Elm,Yes; 11-100,75%-94%,NA,50%-74%,NA,0,NA,NA,NA,NA,NA
2019-04-15,12921,Ulmus americana,American Elm,No,95% or more,NA,95% or more,NA,0,NA,NA,NA,NA,NA
2019-04-27,12921,Ulmus americana,American Elm,No,95% or more,NA,95% or more,NA,0,NA,NA,NA,NA,NA
2019-04-22,12921,Ulmus americana,American Elm,No,95% or more,NA,75%-94%,NA,0,NA,NA,NA,NA,NA
2019-03-07,12921,Ulmus americana,American Elm,Yes; 11-100,<5%,NA,<5%,NA,0,NA,NA,NA,NA,NA
2019-03-14,12921,Ulmus americana,American Elm,Yes; 11-100,0,NA,<5%,NA,0,NA,NA,NA,NA,NA
2019-03-22,12921,Ulmus americana,American Elm,Yes; 3 to 10,0,NA,NA,NA,0,NA,NA,NA,NA,NA
2019-01-28,12921,Ulmus americana,American Elm,No,<5%,NA,95% or more,NA,0,NA,NA,NA,NA,NA
2019-02-25,12921,Ulmus americana,American Elm,Yes; 3 to 10,0,NA,<5%,NA,101-1000,NA,NA,NA,NA,NA
2019-11-20,12942,Quercus pagoda,Cherrybark Oak,Yes; 3 to 10,75%-94%,95% or more,<5%,<5%,0,NA,NA,<3,<5%,<3
2019-11-14,12942,Quercus pagoda,Cherrybark Oak,Yes; 3 to 10,95% or more,95% or more,<5%,<5%,0,NA,NA,<3,<5%,<3
2019-09-11,12942,Quercus pagoda,Cherrybark Oak,Yes; 3 to 10,95% or more,95% or more,<5%,<5%,0,NA,NA,<3,<5%,<3
2019-09-19,12942,Quercus pagoda,Cherrybark Oak,Yes; 3 to 10,95% or more,95% or more,<5%,<5%,0,NA,NA,<3,<5%,<3
2019-09-26,12942,Quercus pagoda,Cherrybark Oak,Yes; 3 to 10,95% or more,95% or more,<5%,<5%,0,NA,NA,<3,<5%,<3
2019-10-02,12942,Quercus pagoda,Cherrybark Oak,Yes; 3 to 10,95% or more,95% or more,<5%,<5%,0,NA,NA,<3,<5%,<3
2019-10-09,12942,Quercus pagoda,Cherrybark Oak,Yes; 3 to 10,95% or more,95% or more,<5%,<5%,0,NA,NA,<3,<5%,<3
2019-10-17,12942,Quercus pagoda,Cherrybark Oak,Yes; 3 to 10,95% or more,95% or more,<5%,<5%,0,NA,NA,<3,<5%,<3
2019-10-24,12942,Quercus pagoda,Cherrybark Oak,Yes; 3 to 10,95% or more,95% or more,<5%,<5%,0,NA,NA,<3,<5%,<3
2019-10-30,12942,Quercus pagoda,Cherrybark Oak,Yes; 3 to 10,95% or more,95% or more,<5%,<5%,0,NA,NA,<3,<5%,<3
2019-11-07,12942,Quercus pagoda,Cherrybark Oak,Yes; 3 to 10,95% or more,95% or more,<5%,<5%,0,NA,NA,<3,<5%,<3
2018-11-07,12942,Quercus pagoda,Cherrybark Oak,No,50%-74%,75%-94%,<5%,<5%,0,NA,NA,<3,<5%,0
2018-04-17,12942,Quercus pagoda,Cherrybark Oak,Yes; 11-100,5%-24%,25%-49%,<5%,75%-94%,0,NA,NA,<3,<5%,0
2018-10-02,12942,Quercus pagoda,Cherrybark Oak,No,50%-74%,75%-94%,<5%,<5%,0,NA,NA,<3,<5%,0
2018-10-30,12942,Quercus pagoda,Cherrybark Oak,No,50%-74%,75%-94%,<5%,<5%,0,NA,NA,<3,<5%,0
2018-10-16,12942,Quercus pagoda,Cherrybark Oak,No,75%-94%,75%-94%,<5%,<5%,0,NA,NA,<3,<5%,0
2018-10-23,12942,Quercus pagoda,Cherrybark Oak,No,75%-94%,75%-94%,<5%,<5%,0,NA,NA,<3,<5%,0
2018-09-10,12942,Quercus pagoda,Cherrybark Oak,No,75%-94%,50%-74%,<5%,<5%,0,NA,NA,<3,<5%,0
2018-09-11,12942,Quercus pagoda,Cherrybark Oak,No,75%-94%,50%-74%,<5%,<5%,0,NA,NA,<3,<5%,0
2018-09-18,12942,Quercus pagoda,Cherrybark Oak,No,75%-94%,75%-94%,<5%,<5%,0,NA,NA,<3,<5%,0
2018-09-25,12942,Quercus pagoda,Cherrybark Oak,No,75%-94%,75%-94%,<5%,<5%,0,NA,NA,<3,<5%,0
2018-10-06,12942,Quercus pagoda,Cherrybark Oak,No,75%-94%,75%-94%,<5%,<5%,0,NA,NA,<3,<5%,0
2018-01-31,12942,Quercus pagoda,Cherrybark Oak,No,25%-49%,50%-74%,<5%,50%-74%,0,NA,NA,<3,<5%,0
2018-02-06,12942,Quercus pagoda,Cherrybark Oak,No,25%-49%,50%-74%,<5%,50%-74%,0,NA,NA,<3,<5%,0
2018-02-13,12942,Quercus pagoda,Cherrybark Oak,No,25%-49%,50%-74%,<5%,50%-74%,0,NA,NA,<3,<5%,0
2018-02-20,12942,Quercus pagoda,Cherrybark Oak,No,25%-49%,50%-74%,<5%,50%-74%,0,NA,NA,<3,<5%,0
2018-02-27,12942,Quercus pagoda,Cherrybark Oak,No,25%-49%,50%-74%,<5%,50%-74%,0,NA,NA,<3,<5%,0
2018-03-06,12942,Quercus pagoda,Cherrybark Oak,No,25%-49%,50%-74%,<5%,50%-74%,0,NA,NA,<3,<5%,0
2018-03-13,12942,Quercus pagoda,Cherrybark Oak,No,25%-49%,50%-74%,<5%,50%-74%,0,NA,NA,<3,<5%,0
2018-03-27,12942,Quercus pagoda,Cherrybark Oak,No,5%-24%,50%-74%,<5%,75%-94%,0,NA,NA,<3,<5%,0
2018-11-13,12942,Quercus pagoda,Cherrybark Oak,Yes; <3,50%-74%,75%-94%,25%-49%,<5%,0,NA,NA,<3,<5%,0
2018-11-20,12942,Quercus pagoda,Cherrybark Oak,Yes; 3 to 10,50%-74%,75%-94%,50%-74%,<5%,0,NA,NA,<3,<5%,0
2018-11-27,12942,Quercus pagoda,Cherrybark Oak,Yes; <3,50%-74%,75%-94%,75%-94%,<5%,0,NA,NA,<3,<5%,0
2020-01-29,12942,Quercus pagoda,Cherrybark Oak,No,50%-74%,NA,95% or more,50%-74%,0,NA,NA,<3,<5%,0
2020-02-04,12942,Quercus pagoda,Cherrybark Oak,No,50%-74%,NA,95% or more,50%-74%,0,NA,NA,<3,<5%,0
2020-02-11,12942,Quercus pagoda,Cherrybark Oak,No,50%-74%,NA,95% or more,50%-74%,0,NA,NA,<3,<5%,0
2020-02-17,12942,Quercus pagoda,Cherrybark Oak,Yes; 11-100,50%-74%,NA,95% or more,50%-74%,0,NA,NA,<3,<5%,0
2020-02-25,12942,Quercus pagoda,Cherrybark Oak,Yes; 11-100,50%-74%,NA,95% or more,50%-74%,0,NA,NA,<3,<5%,0
2020-03-03,12942,Quercus pagoda,Cherrybark Oak,Yes; 11-100,50%-74%,NA,95% or more,50%-74%,0,NA,NA,<3,<5%,0
2020-03-09,12942,Quercus pagoda,Cherrybark Oak,Yes; 11-100,50%-74%,NA,95% or more,50%-74%,0,NA,NA,<3,<5%,0
2020-03-17,12942,Quercus pagoda,Cherrybark Oak,Yes; 11-100,50%-74%,NA,95% or more,50%-74%,0,NA,NA,<3,<5%,0
2018-04-03,12942,Quercus pagoda,Cherrybark Oak,Yes; 3 to 10,<5%,NA,<5%,95% or more,11-100,<5%,NA,<3,<5%,0
2018-04-10,12942,Quercus pagoda,Cherrybark Oak,Yes; 11-100,<5%,<5%,<5%,95% or more,11-100,25-49%,NA,<3,<5%,0
2017-11-28,12942,Quercus pagoda,Cherrybark Oak,No,50%-74%,95% or more,50%-74%,25%-49%,0,NA,NA,NA,NA,NA
2017-10-31,12942,Quercus pagoda,Cherrybark Oak,No,75%-94%,95% or more,75%-94%,5%-24%,0,NA,NA,NA,NA,NA
2017-11-07,12942,Quercus pagoda,Cherrybark Oak,No,75%-94%,95% or more,75%-94%,5%-24%,0,NA,NA,NA,NA,NA
2017-11-14,12942,Quercus pagoda,Cherrybark Oak,No,75%-94%,95% or more,75%-94%,5%-24%,0,NA,NA,NA,NA,NA
2017-09-04,12942,Quercus pagoda,Cherrybark Oak,No,95% or more,95% or more,95% or more,<5%,0,NA,NA,NA,NA,NA
2017-09-11,12942,Quercus pagoda,Cherrybark Oak,No,95% or more,95% or more,95% or more,<5%,0,NA,NA,NA,NA,NA
2017-09-19,12942,Quercus pagoda,Cherrybark Oak,No,95% or more,95% or more,95% or more,<5%,0,NA,NA,NA,NA,NA
2017-09-24,12942,Quercus pagoda,Cherrybark Oak,No,95% or more,95% or more,95% or more,<5%,0,NA,NA,NA,NA,NA
2017-10-03,12942,Quercus pagoda,Cherrybark Oak,No,95% or more,95% or more,95% or more,5%-24%,0,NA,NA,NA,NA,NA
2017-10-10,12942,Quercus pagoda,Cherrybark Oak,No,95% or more,95% or more,95% or more,5%-24%,0,NA,NA,NA,NA,NA
2017-10-16,12942,Quercus pagoda,Cherrybark Oak,No,95% or more,95% or more,95% or more,5%-24%,0,NA,NA,NA,NA,NA
2017-10-24,12942,Quercus pagoda,Cherrybark Oak,No,95% or more,95% or more,95% or more,5%-24%,0,NA,NA,NA,NA,NA
2019-03-31,12942,Quercus pagoda,Cherrybark Oak,Yes; 101-1000,<5%,NA,95% or more,5%-24%,0,NA,NA,NA,NA,NA
2019-01-18,12942,Quercus pagoda,Cherrybark Oak,No,75%-94%,NA,95% or more,NA,0,NA,NA,NA,NA,NA
2019-04-05,12942,Quercus pagoda,Cherrybark Oak,Yes; 101-1000,<5%,NA,95% or more,<5%,0,NA,NA,NA,NA,NA
2019-04-22,12942,Quercus pagoda,Cherrybark Oak,No,75%-94%,NA,95% or more,NA,0,NA,NA,NA,NA,NA
2019-04-15,12942,Quercus pagoda,Cherrybark Oak,No,95% or more,NA,95% or more,NA,0,NA,NA,NA,NA,NA
2019-04-27,12942,Quercus pagoda,Cherrybark Oak,No,95% or more,NA,75%-94%,NA,0,NA,NA,NA,NA,NA
2019-02-05,12942,Quercus pagoda,Cherrybark Oak,No,75%-94%,NA,95% or more,<5%,0,NA,NA,NA,NA,NA
2019-01-24,12942,Quercus pagoda,Cherrybark Oak,No,95% or more,NA,95% or more,<5%,0,NA,NA,NA,NA,NA
2019-03-22,12942,Quercus pagoda,Cherrybark Oak,No,25%-49%,NA,95% or more,<5%,101-1000,NA,NA,NA,NA,NA
2019-02-18,12942,Quercus pagoda,Cherrybark Oak,No,50%-74%,NA,95% or more,<5%,101-1000,NA,NA,NA,NA,NA
2019-03-14,12942,Quercus pagoda,Cherrybark Oak,No,50%-74%,NA,95% or more,<5%,101-1000,NA,NA,NA,NA,NA
2019-03-07,12942,Quercus pagoda,Cherrybark Oak,No,50%-74%,NA,95% or more,<5%,101-1000,NA,NA,NA,NA,NA
2019-02-14,12942,Quercus pagoda,Cherrybark Oak,No,50%-74%,NA,95% or more,<5%,101-1000,NA,NA,NA,NA,NA
2019-02-25,12942,Quercus pagoda,Cherrybark Oak,No,50%-74%,NA,95% or more,<5%,101-1000,NA,NA,NA,NA,NA
2019-01-28,12942,Quercus pagoda,Cherrybark Oak,No,75%-94%,NA,95% or more,<5%,11-100,NA,NA,NA,NA,NA
2019-10-17,12947,Carya tomentosa,Mockernut Hickory,No,95% or more,95% or more,<5%,<5%,0,NA,NA,<3,<5%,0
2019-10-24,12947,Carya tomentosa,Mockernut Hickory,No,95% or more,95% or more,<5%,<5%,0,NA,NA,<3,<5%,0
2019-10-31,12947,Carya tomentosa,Mockernut Hickory,No,95% or more,95% or more,<5%,<5%,0,NA,NA,<3,<5%,0
2018-10-23,12947,Carya tomentosa,Mockernut Hickory,Yes; 11-100,95% or more,50%-74%,<5%,<5%,0,NA,NA,<3,<5%,0
2018-09-10,12947,Carya tomentosa,Mockernut Hickory,Yes; 11-100,75%-94%,25%-49%,<5%,<5%,0,NA,NA,<3,<5%,0
2018-09-25,12947,Carya tomentosa,Mockernut Hickory,Yes; 11-100,95% or more,50%-74%,<5%,<5%,0,NA,NA,<3,<5%,0
2018-10-06,12947,Carya tomentosa,Mockernut Hickory,Yes; 11-100,95% or more,50%-74%,<5%,<5%,0,NA,NA,<3,<5%,0
2018-10-02,12947,Carya tomentosa,Mockernut Hickory,Yes; 11-100,95% or more,50%-74%,<5%,<5%,0,NA,NA,<3,<5%,0
2018-10-16,12947,Carya tomentosa,Mockernut Hickory,Yes; 11-100,95% or more,50%-74%,<5%,<5%,0,NA,NA,<3,<5%,0
